no.,section,chapter,heading,sub-heading,tariff,description
5481,11,63,6305,630539,63053910,"Sacks and bags; of a kind used for the packing of goods, of manmade textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers - Nonwoven"
5482,11,63,6305,630539,63053920,"Sacks and bags; of a kind used for the packing of goods, of manmade textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers - Knitted or crocheted"
5483,11,63,6305,630539,63053990,"Sacks and bags; of a kind used for the packing of goods, of manmade textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers - Other"
5484,11,63,6305,630590,63059010,"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or manmade textile materials) - Of hemp of heading 53.05"
5485,11,63,6305,630590,63059020,"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or manmade textile materials) - Of coconut (coir) of heading 53.05"
5486,11,63,6305,630590,63059090,"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or manmade textile materials) - Other"
5487,11,63,6306,630612,63061200,"Tarpaulins, awnings and sunblinds; of synthetic fibres -  Of synthetic fibres"
5488,11,63,6306,630619,63061910,"Tarpaulins, awnings and sunblinds; of textile materials other than synthetic fibres - Of vegetable textile fibres of heading 53.05"
5489,11,63,6306,630619,63061920,"Tarpaulins, awnings and sunblinds; of textile materials other than synthetic fibres - Of cotton"
5490,11,63,6306,630619,63061990,"Tarpaulins, awnings and sunblinds; of textile materials other than synthetic fibres - Other"
5491,11,63,6306,630622,63062200,Tents; of synthetic fibres - Of synthetic fibres
5492,11,63,6306,630629,63062910,Tents; of textile materials other than synthetic fibres - Of cotton
5493,11,63,6306,630629,63062990,Tents; of textile materials other than synthetic fibres - Other
5494,11,63,6306,630630,63063000,"Sails; for boats, sailboards or landcraft - Sails"
5495,11,63,6306,630640,63064010,Camping goods; pneumatic mattresses - Of cotton
5496,11,63,6306,630640,63064090,Camping goods; pneumatic mattresses - Other
5497,11,63,6306,630690,63069010,"Camping goods; (of textile materials), n.e.c in heading no. 6306 - Of nonwoven"
5498,11,63,6306,630690,63069091,"Camping goods; (of textile materials), n.e.c in heading no. 6306 - Of cotton"
5499,11,63,6306,630690,63069099,"Camping goods; (of textile materials), n.e.c in heading no. 6306 - Other"
5500,11,63,6307,630710,63071010,"Cloths; floor cloths, dishcloths, dusters and similar cleaning cloths - Nonwoven other than felt"
5501,11,63,6307,630710,63071020,"Cloths; floor cloths, dishcloths, dusters and similar cleaning cloths - Of felt"
5502,11,63,6307,630710,63071090,"Cloths; floor cloths, dishcloths, dusters and similar cleaning cloths - Other"
5503,11,63,6307,630720,63072000,Lifejackets and lifebelts - Lifejackets and lifebelts
5504,11,63,6307,630790,63079030,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Umbrella covers in precut triangular form"
5505,11,63,6307,630790,63079040,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Surgical masks"
5506,11,63,6307,630790,63079061,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Suitable for industrial use"
5507,11,63,6307,630790,63079069,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Other"
5508,11,63,6307,630790,63079070,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Fans and handscreens"
5509,11,63,6307,630790,63079080,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Laces for shoes, boots, corsets and the like"
5510,11,63,6307,630790,63079090,"Textiles; made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307 - Other"
5511,11,63,6308,630800,63080000,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale."
5512,11,63,6309,630900,63090000,Worn clothing and other worn articles.
5513,11,63,6310,631010,63101010,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; sorted - Used or new rags"
5514,11,63,6310,631010,63101090,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; sorted - Other"
5515,11,63,6310,631090,63109010,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; other than sorted - Used or new rags"
5516,11,63,6310,631090,63109090,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; other than sorted - Other"
5517,12,64,6401,640110,64011000,"Footwear; waterproof with metal toecap, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)-  Footwear incorporating a protective metal toecap"
5518,12,64,6401,640192,64019200,"Footwear; waterproof, covering the ankle (but not the knee), rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar) -  Covering the ankle but not covering the knee"
5519,12,64,6401,640199,64019910,"Footwear; waterproof, n.e.c. in heading no. 6401, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar) - Covering the knee"
5520,12,64,6401,640199,64019990,"Footwear; waterproof, n.e.c. in heading no. 6401, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar) - Other"
5521,12,64,6402,640212,64021200,"Sports footwear; with outer soles and uppers of rubber or plastics, skiboots, crosscountry ski footwear and snowboard boots - Skiboots, crosscountry ski footwear and snowboard boots"
5522,12,64,6402,640219,64021910,"Sports footwear; (other than skiboots, snowboard boots or crosscountry ski footwear), with outer soles and uppers of rubber or plastics - Wrestling footwear"
5523,12,64,6402,640219,64021990,"Sports footwear; (other than skiboots, snowboard boots or crosscountry ski footwear), with outer soles and uppers of rubber or plastics - Other"
5524,12,64,6402,640220,64022000,"Footwear; with outer soles and uppers of rubber or plastics, upper straps or thongs assembled to the sole by plugs-  Footwear with upper straps or thongs assembled to the sole by means of plugs"
5525,12,64,6402,640291,64029110,"Footwear; n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics - Diving boots"
5526,12,64,6402,640291,64029191,"Footwear; n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics -  Incorporating a protective metal toecap"
5527,12,64,6402,640291,64029199,"Footwear; n.e.c. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics -  Other"
5528,12,64,6402,640299,64029910,"Footwear; n.e.c. in heading no. 6402, (other than just covering the ankle), with outer soles and uppers of rubber or plastics - Incorporating a protective metal toecap"
5529,12,64,6402,640299,64029990,"Footwear; n.e.c. in heading no. 6402, (other than just covering the ankle), with outer soles and uppers of rubber or plastics - Other"
5530,12,64,6403,640312,64031200,"Sports footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather, skiboots, snowboard boots and crosscountry ski footwear - Skiboots, crosscountry ski footwear and snowboard boots"
5531,12,64,6403,640319,64031910,"Sports footwear; (other than skiboots, snowboard boots or crosscountry ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather - Fitted with spikes, cleats or the like"
5532,12,64,6403,640319,64031920,"Sports footwear; (other than skiboots, snowboard boots or crosscountry ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather - Riding boots; bowling shoes"
5533,12,64,6403,640319,64031930,"Sports footwear; (other than skiboots, snowboard boots or crosscountry ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather - Footwear for wrestling, weightlifing or gymnastics"
5534,12,64,6403,640319,64031990,"Sports footwear; (other than skiboots, snowboard boots or crosscountry ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather - Other"
5535,12,64,6403,640320,64032000,"Footwear; with outer soles of leather, uppers consisting of leather straps across instep and around the big toe-  Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe"
5536,12,64,6403,640340,64034000,"Footwear; with metal toecap, outer soles of rubber, plastics, leather or composition leather, uppers of leather-  Other footwear, incorporating a protective metal toecap"
5537,12,64,6403,640351,64035100,"Footwear; n.e.c. in heading no. 6403, with outer soles and uppers of leather, covering the ankle - Covering the ankle"
5538,12,64,6403,640359,64035910,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather - Bowling shoes"
5539,12,64,6403,640359,64035990,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather - Other"
5540,12,64,6403,640391,64039110,"Footwear; n.e.c. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather - Footwear made on a base or platform of wood, not having an inner sole or protective metal toe cap"
5541,12,64,6403,640391,64039120,"Footwear; n.e.c. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather - Riding boots"
5542,12,64,6403,640391,64039190,"Footwear; n.e.c. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather - Other"
5543,12,64,6403,640399,64039910,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather - Footwear made on a base or platform of wood, not having an inner sole or protective metal toe cap"
5544,12,64,6403,640399,64039920,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather - Bowling shoes"
5545,12,64,6403,640399,64039990,"Footwear; n.e.c. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather - Other"
5546,12,64,6404,640411,64041110,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials - Fitted with spikes, cleats or the like"
5547,12,64,6404,640411,64041120,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials - Footwear for wrestling, weightlifing or gymnastics"
5548,12,64,6404,640411,64041190,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials - Other"
5549,12,64,6404,640419,64041900,"Footwear; (other than sportswear), with outer soles of rubber or plastics and uppers of textile materials - Other"
5550,12,64,6404,640420,64042000,"Footwear; outer soles of leather or composition leather, uppers of textile materials-  Footwear with outer soles of leather or composition leather"
5551,12,64,6405,640510,64051000,"Footwear; with uppers of leather or composition leather, n.e.c. in chapter 64 - With uppers of leather or composition leather"
5552,12,64,6405,640520,64052000,"Footwear; with uppers of textile materials, n.e.c. in chapter 64 - With uppers of textile materials"
5553,12,64,6405,640590,64059000,Footwear; n.e.c. in chapter 64 - Other
5554,12,64,6406,640610,64061010,"Footwear; parts, uppers and parts thereof, other than stiffeners - Metal toecaps"
5555,12,64,6406,640610,64061090,"Footwear; parts, uppers and parts thereof, other than stiffeners - Other"
5556,12,64,6406,640620,64062010,"Footwear; parts, outer soles and heels, of rubber or plastics - Of rubber"
5557,12,64,6406,640620,64062020,"Footwear; parts, outer soles and heels, of rubber or plastics - Of plastics"
5558,12,64,6406,640690,64069010,"Footwear; parts, n.e.c. in heading 6406 - Of wood"
5559,12,64,6406,640690,64069021,"Footwear; parts, n.e.c. in heading 6406 - Of iron or steel"
5560,12,64,6406,640690,64069022,"Footwear; parts, n.e.c. in heading 6406 - Of copper"
5561,12,64,6406,640690,64069023,"Footwear; parts, n.e.c. in heading 6406 - Of aluminium"
5562,12,64,6406,640690,64069029,"Footwear; parts, n.e.c. in heading 6406 - Other"
5563,12,64,6406,640690,64069031,"Footwear; parts, n.e.c. in heading 6406 - Insoles"
5564,12,64,6406,640690,64069032,"Footwear; parts, n.e.c. in heading 6406 - Complete soles"
5565,12,64,6406,640690,64069033,"Footwear; parts, n.e.c. in heading 6406 - Other, of plastics"
5566,12,64,6406,640690,64069039,"Footwear; parts, n.e.c. in heading 6406 - Other"
5567,12,64,6406,640690,64069091,"Footwear; parts, n.e.c. in heading 6406 - Gaiters, leggings and similar articles and parts thereof"
5568,12,64,6406,640690,64069099,"Footwear; parts, n.e.c. in heading 6406 - Other"
5569,12,65,6501,650100,65010000,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt."
5570,12,65,6502,650200,65020000,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed."
5571,12,65,6504,650400,65040000,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed."
5572,12,65,6505,650500,65050010,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed - Headgear of a kind used for"
5573,12,65,6505,650500,65050020,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed - Hairnets"
5574,12,65,6505,650500,65050090,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hairnets of any material, whether or not lined or trimmed - Other"
5575,12,65,6506,650610,65061010,"Headgear; safety, whether or not lined or trimmed - Helmets for motorcyclists"
5576,12,65,6506,650610,65061020,"Headgear; safety, whether or not lined or trimmed - Industrial safety helmets and firefighters’ helmets, excluding steel helmets"
5577,12,65,6506,650610,65061030,"Headgear; safety, whether or not lined or trimmed - Steel helmets"
5578,12,65,6506,650610,65061040,"Headgear; safety, whether or not lined or trimmed - Waterpolo headgear"
5579,12,65,6506,650610,65061090,"Headgear; safety, whether or not lined or trimmed - Other"
5580,12,65,6506,650691,65069100,"Headgear; (other than safety headgear), of rubber or plastics, whether or not lined or trimmed - Of rubber or of plastics"
5581,12,65,6506,650699,65069910,"Headgear; (other than safety headgear), (of materials other than rubber or plastic), whether or not lined or trimmed - Of furskin"
5582,12,65,6506,650699,65069990,"Headgear; (other than safety headgear), (of materials other than rubber or plastic), whether or not lined or trimmed - Other"
5583,12,65,6507,650700,65070000,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear."
5584,12,66,6601,660110,66011000,Umbrellas and sun umbrellas; garden or similar umbrellas - Garden or similar umbrellas
5585,12,66,6601,660191,66019100,"Umbrellas and sun umbrellas; having a telescopic shaft, (excluding garden or similar umbrellas) - Having a telescopic shaft"
5586,12,66,6601,660199,66019900,Umbrellas and sun umbrellas; n.e.c. in heading no. 6601 (including walking stick umbrellas) - Other
5587,12,66,6602,660200,66020000,"Walking-sticks, seat-sticks, whips, riding-crops and the like."
5588,12,66,6603,660320,66032000,"Umbrella frames; including frames mounted on shafts (sticks) - Umbrella frames, including frames mounted on shafts (sticks)"
5589,12,66,6603,660390,66039010,"Trimmings, accessories and parts of articles of heading no. 6601 or 6602; n.e.c. in heading no. 6603 - For articles of heading 66.01"
5590,12,66,6603,660390,66039020,"Trimmings, accessories and parts of articles of heading no. 6601 or 6602; n.e.c. in heading no. 6603 - For articles of heading 66.02"
5591,12,67,6701,670100,67010000,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes)."
5592,12,67,6702,670210,67021000,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of plastics - Of plastics"
5593,12,67,6702,670290,67029010,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of materials other than plastics - Of paper"
5594,12,67,6702,670290,67029020,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of materials other than plastics - Of textile materials"
5595,12,67,6702,670290,67029090,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of materials other than plastics - Other"
5596,12,67,6703,670300,67030000,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like."
5597,12,67,6704,670411,67041100,"Wigs; complete, of synthetic textile materials - Complete wigs"
5598,12,67,6704,670419,67041900,"False beards, eyebrows and eyelashes, switches and the like; of synthetic textile materials - Other"
5599,12,67,6704,670420,67042000,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of human hair - Of human hair"
5600,12,67,6704,670490,67049000,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of animal hair or of textile materials other than synthetic - Of other materials"
5601,13,68,6801,680100,68010000,"Setts, curbstones and flagstones, of natural stone (except slate)."
5602,13,68,6802,680210,68021000,"Tiles, cubes and similar articles; whether or not rectangular (including square), largest surface area of which is capable of being enclosed in square, side less than 7cm, coloured granules, chippings, powder- Tiles, cubes and similar articles, whether o"
5603,13,68,6802,680221,68022100,"Marble, travertine and alabaster; simply cut or sawn, with a flat or even surface - Marble, travertine and alabaster"
5604,13,68,6802,680223,68022300,"Granite; articles thereof, simply cut or sawn, with a flat or even surface -  Granite"
5605,13,68,6802,680229,68022910,"Stone; monumental or building stone, n.e.c. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface - Other calcareous stone"
5606,13,68,6802,680229,68022990,"Stone; monumental or building stone, n.e.c. in item no. 6802.2, articles thereof, simply cut or sawn, with a flat or even surface - Other"
5607,13,68,6802,680291,68029110,"Marble, travertine and alabaster; articles thereof, (other than simply cut or sawn, with a flat or even surface) - Marble"
5608,13,68,6802,680291,68029190,"Marble, travertine and alabaster; articles thereof, (other than simply cut or sawn, with a flat or even surface) - Other"
5609,13,68,6802,680292,68029200,"Stone; calcareous (excluding marble, travertine, alabaster) articles thereof, (other than simply cut or sawn, with a flat or even surface) -  Other calcareous stone"
5610,13,68,6802,680293,68029310,"Granite; articles thereof, (other than simply cut or sawn, with a flat or even surface) - Polished slabs"
5611,13,68,6802,680293,68029390,"Granite; articles thereof, (other than simply cut or sawn, with a flat or even surface) - Other"
5612,13,68,6802,680299,68029900,"Stone; natural (excluding marble, travertine, alabaster, other calcareous stone or granite), monumental or building stone, (other than simply cut or sawn, with a flat or even surface) -  Other stone"
5613,13,68,6803,680300,68030000,Worked slate and articles of slate or of agglomerated slate.
5614,13,68,6804,680410,68041000,"Millstones and grindstones; for milling, grinding or pulping- Millstones and grindstones for milling, grinding or pulping"
5615,13,68,6804,680421,68042100,"Millstones, grindstones, grinding wheels and the like; of agglomerated synthetic or natural diamond -  Of agglomerated synthetic or natural diamond"
5616,13,68,6804,680422,68042200,"Millstones, grindstones, grinding wheels and the like; of other agglomerated abrasives or of ceramics -  Of other agglomerated abrasives or of ceramics"
5617,13,68,6804,680423,68042300,"Millstones, grindstones, grinding wheels and the like; of natural stone -  Of natural stone"
5618,13,68,6804,680430,68043000,"Stones; hand sharpening or polishing stones, of natural stone, agglomerated natural or artificial abrasives or ceramics, with or without parts of other materials- Hand sharpening or polishing stones"
5619,13,68,6805,680510,68051000,"Abrasive powder or grain; natural or artificial, on a base of woven textile fabric only, whether or not cut to shape or sewn or otherwise made up- On a base of woven textile fabric only"
5620,13,68,6805,680520,68052000,"Abrasive powder or grain; natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up- On a base of paper or paperboard only"
5621,13,68,6805,680530,68053000,"Abrasive powder or grain; natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up- On a base of other materials"
5622,13,68,6806,680610,68061000,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls- Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls"
5623,13,68,6806,680620,68062000,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)- Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)"
5624,13,68,6806,680690,68069000,"Minerals; mixtures and articles of heatinsulating, soundinsulating or soundabsorbing mineral materials, other than those of heading no. 6811 or 6812 or of chapter 69- Other"
5625,13,68,6807,680710,68071000,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) in rolls- In rolls
5626,13,68,6807,680790,68079010,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) other than in rolls - Tiles
5627,13,68,6807,680790,68079090,Asphalt or similar material; articles (e.g. petroleum bitumen or coal tar pitch) other than in rolls - Other
5628,13,68,6808,680800,68080020,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders - Roofing tiles"
5629,13,68,6808,680800,68080030,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders - Panels, boards, blocks and similar articles"
5630,13,68,6808,680800,68080090,"Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders - Other"
5631,13,68,6809,680911,68091100,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, faced or reinforced with paper or paperboard only, not ornamented -  Faced or reinforced with paper or paperboard only"
5632,13,68,6809,680919,68091910,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented - Tiles"
5633,13,68,6809,680919,68091990,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented - Other"
5634,13,68,6809,680990,68099010,Plaster articles or articles of compositions based on plaster; n.e.c. in heading no. 6809 - Dental moulds of plaster
5635,13,68,6809,680990,68099090,Plaster articles or articles of compositions based on plaster; n.e.c. in heading no. 6809 - Other
5636,13,68,6810,681011,68101100,"Cement, concrete or artificial stone; building blocks or bricks, whether or not reinforced - Building blocks and bricks"
5637,13,68,6810,681019,68101910,"Cement, concrete or artificial stone; tiles, flagstones and similar, (excluding building blocks and bricks) whether or not reinforced - Tiles"
5638,13,68,6810,681019,68101990,"Cement, concrete or artificial stone; tiles, flagstones and similar, (excluding building blocks and bricks) whether or not reinforced - Other"
5639,13,68,6810,681091,68109100,"Cement, concrete or artificial stone; prefabricated structural components for building or civil engineering, whether or not reinforced - Prefabricated structural components for building or civil engineering"
5640,13,68,6810,681099,68109900,"Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.c. in heading no. 6810 -  Other"
5641,13,68,6811,681140,68114010,"Asbestoscement; articles or the like, containing asbestos - Corrugated sheets"
5642,13,68,6811,681140,68114021,"Asbestoscement; articles or the like, containing asbestos - Floor or wall tiles containing plastics"
5643,13,68,6811,681140,68114022,"Asbestoscement; articles or the like, containing asbestos - For roofing, facing or partitioning"
5644,13,68,6811,681140,68114029,"Asbestoscement; articles or the like, containing asbestos - Other"
5645,13,68,6811,681140,68114030,"Asbestoscement; articles or the like, containing asbestos - Tubes or pipes"
5646,13,68,6811,681140,68114040,"Asbestoscement; articles or the like, containing asbestos - Tube or pipe fittings"
5647,13,68,6811,681140,68114050,"Asbestoscement; articles or the like, containing asbestos - Other articles, of a kind used for building construction"
5648,13,68,6811,681140,68114090,"Asbestoscement; articles or the like, containing asbestos - Other"
5649,13,68,6811,681181,68118100,"Cellulose fibrecement; articles or the like; corrugated sheets, not containing asbestos - Corrugated sheets"
5650,13,68,6811,681182,68118210,"Cellulose fibrecement; articles or the like, sheets, panels, tiles and similar articles (other than corrugated sheets), not containing asbestos - Floor or wall tiles containing plastics"
5651,13,68,6811,681182,68118220,"Cellulose fibrecement; articles or the like, sheets, panels, tiles and similar articles (other than corrugated sheets), not containing asbestos - For roofing, facing or partitioning"
5652,13,68,6811,681182,68118290,"Cellulose fibrecement; articles or the like, sheets, panels, tiles and similar articles (other than corrugated sheets), not containing asbestos - Other"
5653,13,68,6811,681189,68118910,"Cellulose fibrecement; articles or the like, other than corrugated sheets and other sheets, panels, tiles and similar articles, not containing asbestos - Tubes or pipes"
5654,13,68,6811,681189,68118920,"Cellulose fibrecement; articles or the like, other than corrugated sheets and other sheets, panels, tiles and similar articles, not containing asbestos - Tube or pipe fittings"
5655,13,68,6811,681189,68118930,"Cellulose fibrecement; articles or the like, other than corrugated sheets and other sheets, panels, tiles and similar articles, not containing asbestos - Other articles, of a kind used for building construction"
5656,13,68,6811,681189,68118990,"Cellulose fibrecement; articles or the like, other than corrugated sheets and other sheets, panels, tiles and similar articles, not containing asbestos - Other"
5657,13,68,6812,681280,68128020,"Fabricated crocidolite (blue asbestos) fibres, mixtures with a basis of crocidolite (blue asbestos), articles of crocidolite (blue asbestos), whether or not reinforced, not goods of heading 6811 or 6813 - Clothing"
5658,13,68,6812,681280,68128030,"Fabricated crocidolite (blue asbestos) fibres, mixtures with a basis of crocidolite (blue asbestos), articles of crocidolite (blue asbestos), whether or not reinforced, not goods of heading 6811 or 6813 - Paper, millboard and felt"
5659,13,68,6812,681280,68128040,"Fabricated crocidolite (blue asbestos) fibres, mixtures with a basis of crocidolite (blue asbestos), articles of crocidolite (blue asbestos), whether or not reinforced, not goods of heading 6811 or 6813 - Floor or wall tiles"
5660,13,68,6812,681280,68128050,"Fabricated crocidolite (blue asbestos) fibres, mixtures with a basis of crocidolite (blue asbestos), articles of crocidolite (blue asbestos), whether or not reinforced, not goods of heading 6811 or 6813 - Clothing accessories, footwear and headgear; fab"
5661,13,68,6812,681280,68128090,"Fabricated crocidolite (blue asbestos) fibres, mixtures with a basis of crocidolite (blue asbestos), articles of crocidolite (blue asbestos), whether or not reinforced, not goods of heading 6811 or 6813 - Other"
5662,13,68,6812,681291,68129110,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); clothing, clothing accessories, footwear and headgear, whether or not reinforced, not goods of heading 6811 or 6813 - Clothing"
5663,13,68,6812,681291,68129190,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); clothing, clothing accessories, footwear and headgear, whether or not reinforced, not goods of heading 6811 or 6813 - Other"
5664,13,68,6812,681292,68129200,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); paper, millboard and felt, whether or not reinforced, not goods of heading 6811 or 6813 -  Paper, millboard and felt"
5665,13,68,6812,681293,68129300,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); compressed asbestos fibre jointing, in sheets or rolls, whether or not reinforced, not goods of heading 6811 or 6813 - Compressed asbestos fibre jointing, in sheets or rolls"
5666,13,68,6812,681299,68129911,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); fibres, mixtures or articles n.e.c. in heading no. 6812, whether or not reinforced, not goods of heading 6811 or 6813 -  Mixtures with a basis of asbestos or with a basis of asbe"
5667,13,68,6812,681299,68129919,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); fibres, mixtures or articles n.e.c. in heading no. 6812, whether or not reinforced, not goods of heading 6811 or 6813 -  Other"
5668,13,68,6812,681299,68129920,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); fibres, mixtures or articles n.e.c. in heading no. 6812, whether or not reinforced, not goods of heading 6811 or 6813 - Floor or wall tiles"
5669,13,68,6812,681299,68129990,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); fibres, mixtures or articles n.e.c. in heading no. 6812, whether or not reinforced, not goods of heading 6811 or 6813 - Other"
5670,13,68,6813,681320,68132010,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos - Brake linings and pads"
5671,13,68,6813,681320,68132090,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos - Other"
5672,13,68,6813,681381,68138100,Brake linings and pads; with a basis of mineral substances or cellulose (other than asbestos) -  Brake linings and pads
5673,13,68,6813,681389,68138900,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for clutches or the like (not brake linings and pads), with a basis of mineral substances or cellulose (other than asbestos)-  Other"
