no.,section,chapter,heading,sub-heading,tariff,description
1,01,01,0101,010121,01012100,"Horses; live, purebred breeding animals - Purebred breeding animals"
2,01,01,0101,010129,01012900,"Horses; live, other than purebred breeding animals - Other"
3,01,01,0101,010130,01013090,Asses; live - Other
4,01,01,0101,010190,01019000,Mules and hinnies; live-  Other
5,01,01,0102,010221,01022100,"Cattle; live, purebred breeding animals - Purebred breeding animals"
6,01,01,0102,010229,01022911,"Cattle; live, other than purebred breeding animals -  Oxen"
7,01,01,0102,010229,01022919,"Cattle; live, other than purebred breeding animals -  Other"
8,01,01,0102,010229,01022990,"Cattle; live, other than purebred breeding animals - Other"
9,01,01,0102,010231,01023100,"Buffalo; live, purebred breeding animals - Purebred breeding animals"
10,01,01,0102,010239,01023900,"Buffalo; live, other than purebred breeding animals - Other"
11,01,01,0102,010290,01029010,"Bovine animals; live, other than cattle and buffalo - Purebred breeding animals"
12,01,01,0102,010290,01029090,"Bovine animals; live, other than cattle and buffalo - Other"
13,01,01,0103,010310,01031000,"Swine; live, purebred breeding animals-  Purebred breeding animals"
14,01,01,0103,010391,01039100,"Swine; live, other than purebred breeding animals, weighing less than 50kg -  Weighing less than 50 kg"
15,01,01,0103,010392,01039200,"Swine; live, other than purebred breeding animals, weighing 50kg or more -  Weighing 50 kg or more"
16,01,01,0104,010410,01041010,Sheep; live - Purebred breeding animals
17,01,01,0104,010410,01041090,Sheep; live - Other
18,01,01,0104,010420,01042010,Goats; live - Purebred breeding animals
19,01,01,0104,010420,01042090,Goats; live - Other
20,01,01,0105,010511,01051110,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g - Breeding fowls"
21,01,01,0105,010511,01051190,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g - Other"
22,01,01,0105,010512,01051210,"Poultry; live, turkeys, weighing not more than 185g - Breeding turkeys"
23,01,01,0105,010512,01051290,"Poultry; live, turkeys, weighing not more than 185g - Other"
24,01,01,0105,010513,01051310,"Poultry; live, ducks, weighing not more than 185g - Breeding ducklings"
25,01,01,0105,010513,01051390,"Poultry; live, ducks, weighing not more than 185g - Other"
26,01,01,0105,010514,01051490,"Poultry; live, geese, weighing not more than 185g - Other"
27,01,01,0105,010515,01051590,"Poultry; live, guinea fowls, weighing not more than 185g - Other"
28,01,01,0105,010594,01059410,"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g - Breeding fowls, other than fighting cocks"
29,01,01,0105,010594,01059441,"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g -  Weighing not more than 2 kg"
30,01,01,0105,010594,01059449,"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g -  Other"
31,01,01,0105,010594,01059491,"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g -  Weighing not more than 2 kg"
32,01,01,0105,010594,01059499,"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g -  Other"
33,01,01,0105,010599,01059910,"Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g - Breeding ducks"
34,01,01,0105,010599,01059920,"Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g - Other ducks"
35,01,01,0105,010599,01059940,"Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g - Other geese, turkeys and guinea fowls"
36,01,01,0106,010611,01061100,"Mammals; live, primates -  Primates"
37,01,01,0106,010612,01061200,"Mammals; live, whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia) - Whales, dolphins and porpoises (mammals of the order"
38,01,01,0106,010613,01061300,"Mammals; live, camels and other camelids (Camelidae) - Camels and other camelids (Camelidae)"
39,01,01,0106,010614,01061400,"Mammals; live, rabbits and hares - Rabbits and hares"
40,01,01,0106,010619,01061900,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares -"
41,01,01,0106,010620,01062000,Reptiles; live (including snakes and turtles) - Reptiles (including snakes and turtles)
42,01,01,0106,010631,01063100,"Birds; live, birds of prey - Birds of prey"
43,01,01,0106,010632,01063200,"Birds; live, Psittaciformes - Psittaciformes (including parrots, parakeets, macaws and cockatoos)"
44,01,01,0106,010633,01063300,"Birds; live, ostriches; emus (Dromaius novaehollandiae) - Ostriches; emus (Dromaius novaehollandiae)"
45,01,01,0106,010639,01063900,"Birds; live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae) - Other"
46,01,01,0106,010641,01064100,"Insects; live, bees - Bees"
47,01,01,0106,010649,01064900,"Insects; live, other than bees - Other"
48,01,01,0106,010690,01069000,"Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects - Other"
49,01,02,0201,020110,02011000,"Meat; of bovine animals, carcasses and halfcarcasses, fresh or chilled-  Carcasses and halfcarcasses"
50,01,02,0201,020120,02012000,"Meat; of bovine animals, cuts with bone in (excluding carcasses and halfcarcasses), fresh or chilled-  Other cuts with bone in"
51,01,02,0201,020130,02013000,"Meat; of bovine animals, boneless cuts, fresh or chilled-  Boneless"
52,01,02,0202,020210,02021000,"Meat; of bovine animals, carcasses and halfcarcasses, frozen-  Carcasses and halfcarcasses"
53,01,02,0202,020220,02022000,"Meat; of bovine animals, cuts with bone in (excluding carcasses and halfcarcasses), frozen-  Other cuts with bone in"
54,01,02,0202,020230,02023000,"Meat; of bovine animals, boneless cuts, frozen-  Boneless"
55,01,02,0203,020311,02031100,"Meat; of swine, carcasses and halfcarcasses, fresh or chilled -  Carcasses and halfcarcasses"
56,01,02,0203,020312,02031200,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled - Hams, shoulders and cuts thereof, with bone in"
57,01,02,0203,020319,02031900,"Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled -  Other"
58,01,02,0203,020321,02032100,"Meat; of swine, carcasses and halfcarcasses, frozen - Carcasses and halfCarcasses"
59,01,02,0203,020322,02032200,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen - Hams, shoulders and cuts thereof, with bone in"
60,01,02,0203,020329,02032900,"Meat; of swine, n.e.c. in item no. 0203.2, frozen - Other"
61,01,02,0204,020410,02041000,"Meat; of sheep, lamb carcasses and halfcarcasses, fresh or chilled-  Carcasses and halfcarcasses of lamb, fresh or chilled"
62,01,02,0204,020421,02042100,"Meat; of sheep, carcasses and halfcarcasses (excluding carcasses and halfcarcasses of lamb), fresh or chilled -   Carcasses and halfcarcasses"
63,01,02,0204,020422,02042200,"Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and halfcarcasses), fresh or chilled -  Other cuts with bone in"
64,01,02,0204,020423,02042300,"Meat; of sheep (including lamb), boneless cuts, fresh or chilled -  Boneless"
65,01,02,0204,020430,02043000,"Meat; of sheep, lamb carcasses and halfcarcasses, frozen-  Carcasses and halfcarcasses of lamb, frozen"
66,01,02,0204,020441,02044100,"Meat; of sheep, carcasses and halfcarcasses (excluding carcasses and halfcarcasses of lamb), frozen -  Carcasses and halfcarcasses"
67,01,02,0204,020442,02044200,"Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and halfcarcasses), frozen -   Other cuts with bone in"
68,01,02,0204,020443,02044300,"Meat; of sheep (including lamb), boneless cuts, frozen -  Boneless"
69,01,02,0204,020450,02045000,"Meat; of goats, fresh, chilled or frozen-  Meat of goats"
70,01,02,0206,020610,02061000,"Offal, edible; of bovine animals, fresh or chilled-  Of bovine animals, fresh or chilled"
71,01,02,0206,020621,02062100,"Offal, edible; of bovine animals, tongues, frozen -  Tongues"
72,01,02,0206,020622,02062200,"Offal, edible; of bovine animals, livers, frozen -  Livers"
73,01,02,0206,020629,02062900,"Offal, edible; of bovine animals, (other than tongues and livers), frozen -  Other"
74,01,02,0206,020630,02063000,"Offal, edible; of swine, fresh or chilled-  Of swine, fresh or chilled"
75,01,02,0206,020641,02064100,"Offal, edible; of swine, livers, frozen -  Livers"
76,01,02,0206,020649,02064900,"Offal, edible; of swine, (other than livers), frozen -   Other"
77,01,02,0206,020680,02068000,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled-  Other, fresh or chilled"
78,01,02,0206,020690,02069000,"Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen-  Other, frozen"
79,01,02,0207,020711,02071100,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled -  Not cut in pieces, fresh or chilled"
80,01,02,0207,020712,02071200,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen -   Not cut in pieces, frozen"
81,01,02,0207,020713,02071300,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled -  Cuts and offal, fresh or chilled"
82,01,02,0207,020714,02071410,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen - Wings"
83,01,02,0207,020714,02071420,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen - Thighs"
84,01,02,0207,020714,02071430,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen - Livers"
85,01,02,0207,020714,02071491,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen -  Mechanically deboned or separated meat"
86,01,02,0207,020714,02071499,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen -  Other"
87,01,02,0207,020724,02072400,"Meat and edible offal; of turkeys, not cut in pieces, fresh or chilled -  Not cut in pieces, fresh or chilled"
88,01,02,0207,020725,02072500,"Meat and edible offal; of turkeys, not cut in pieces, frozen -  Not cut in pieces, frozen"
89,01,02,0207,020726,02072600,"Meat and edible offal; of turkeys, cuts and offal, fresh or chilled - Cuts and offal, fresh or chilled"
90,01,02,0207,020727,02072710,"Meat and edible offal; of turkeys, cuts and offal, frozen - Livers"
91,01,02,0207,020727,02072791,"Meat and edible offal; of turkeys, cuts and offal, frozen -  Mechanically deboned or separated meat"
92,01,02,0207,020727,02072799,"Meat and edible offal; of turkeys, cuts and offal, frozen -  Other"
93,01,02,0207,020741,02074100,"Meat and edible offal; of ducks, not cut in pieces, fresh or chilled - Not cut in pieces, fresh or chilled"
94,01,02,0207,020742,02074200,"Meat and edible offal; of ducks, not cut in pieces, frozen - Not cut in pieces, frozen"
95,01,02,0207,020743,02074300,"Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled - Fatty livers, fresh or chilled"
96,01,02,0207,020744,02074400,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled - Other, fresh or chilled"
97,01,02,0207,020745,02074500,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen - Other, frozen"
98,01,02,0207,020752,02075200,"Meat and edible offal; of geese, not cut in pieces, frozen - Not cut in pieces, frozen"
99,01,02,0207,020754,02075400,"Meat and edible offal; of geese, cuts and offal, excluding fatty livers, fresh or chilled - Other, fresh or chilled"
100,01,02,0207,020755,02075500,"Meat and edible offal; of geese, cuts and offal, excluding fatty livers, frozen - Other, frozen"
101,01,02,0207,020760,02076000,"Meat and edible offal; of guinea fowls, fresh, chilled or frozen - Of guinea fowls"
102,01,02,0208,020810,02081000,"Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen-  Of rabbits or hares"
103,01,02,0208,020840,02084090,"Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen - Other"
104,01,02,0208,020850,02085000,"Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen-  Of reptiles (including snakes and turtles)"
105,01,02,0208,020890,02089010,"Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen - Frogs' legs"
106,01,02,0208,020890,02089090,"Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen - Other"
107,01,02,0209,020910,02091000,"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked - Of pigs"
108,01,02,0209,020990,02099000,"Fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked - Other"
109,01,02,0210,021011,02101100,"Meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in -  Hams, shoulders and cuts thereof, with bone in"
110,01,02,0210,021012,02101200,"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof -  Bellies (streaky) and cuts thereof"
111,01,02,0210,021019,02101930,"Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1 - Bacon or boneless hams"
112,01,02,0210,021019,02101990,"Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1 - Other"
113,01,02,0210,021020,02102000,"Meat; salted, in brine, dried or smoked, of bovine animals-  Meat of bovine animals"
114,01,02,0210,021091,02109100,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates - Of primates"
115,01,02,0210,021092,02109290,"Meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea); manatees, dugongs (of order Sirenia); seals, sea lions, and walruses (of suborder Pinnipedia) -"
116,01,02,0210,021093,02109300,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles) -  Of reptiles (including snakes and turtles)"
117,01,02,0210,021099,02109910,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)-"
118,01,02,0210,021099,02109920,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)-"
119,01,02,0210,021099,02109990,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)-"
120,01,03,0301,030111,03011111,"Fish; live, ornamental, freshwater -  Botia (Chromobotia macracanthus)"
121,01,03,0301,030111,03011119,"Fish; live, ornamental, freshwater -  Other"
122,01,03,0301,030111,03011191,"Fish; live, ornamental, freshwater -  Koi carp (Cyprinus carpio)"
123,01,03,0301,030111,03011192,"Fish; live, ornamental, freshwater -  Goldfish (Carassius auratus)"
124,01,03,0301,030111,03011193,"Fish; live, ornamental, freshwater -  Siamese fighting fish (Beta splendens)"
125,01,03,0301,030111,03011194,"Fish; live, ornamental, freshwater -  Oscars (Astonotus ocellatus)"
126,01,03,0301,030111,03011195,"Fish; live, ornamental, freshwater -  Arowanas (Scleropages formosus)"
127,01,03,0301,030111,03011196,"Fish; live, ornamental, freshwater -   Arowanas Jardini (Scleropages jardini)"
128,01,03,0301,030111,03011199,"Fish; live, ornamental, freshwater -  Other"
129,01,03,0301,030119,03011910,"Fish; live, ornamental, other than freshwater - Fry"
130,01,03,0301,030119,03011991,"Fish; live, ornamental, other than freshwater -  Banggai cardinal fish (Pterapogon kauderni)"
131,01,03,0301,030119,03011992,"Fish; live, ornamental, other than freshwater -  Napoleon wrasse (Cheilinus undulatus)"
132,01,03,0301,030119,03011999,"Fish; live, ornamental, other than freshwater -  Other"
133,01,03,0301,030191,03019100,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) -  Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus agu"
134,01,03,0301,030192,03019200,"Fish; live, eels (Anguilla spp.) -  Eels (Anguilla spp.)"
135,01,03,0301,030193,03019310,"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) - Breeding, other than fr"
136,01,03,0301,030193,03019390,"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) - Other"
137,01,03,0301,030194,03019400,"Fish; live, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis) - Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)"
138,01,03,0301,030195,03019500,"Fish; live, southern bluefin tunas (Thunnus maccoyii) - Southern bluefin tunas (Thunnus maccoyii)"
139,01,03,0301,030199,03019911,"Fish; live, n.e.c. in heading 0301 -  Breeding"
140,01,03,0301,030199,03019919,"Fish; live, n.e.c. in heading 0301 -  Other"
141,01,03,0301,030199,03019921,"Fish; live, n.e.c. in heading 0301 -  Breeding"
142,01,03,0301,030199,03019929,"Fish; live, n.e.c. in heading 0301 -  Other"
143,01,03,0301,030199,03019941,"Fish; live, n.e.c. in heading 0301 -  Tilapias (Oreochromis spp.)"
144,01,03,0301,030199,03019942,"Fish; live, n.e.c. in heading 0301 -  Other carp, for breeding"
145,01,03,0301,030199,03019949,"Fish; live, n.e.c. in heading 0301 -  Other"
146,01,03,0301,030199,03019951,"Fish; live, n.e.c. in heading 0301 -  Milkfish, breeding"
147,01,03,0301,030199,03019952,"Fish; live, n.e.c. in heading 0301 -  Grouper"
148,01,03,0301,030199,03019959,"Fish; live, n.e.c. in heading 0301 -  Other"
149,01,03,0301,030199,03019990,"Fish; live, n.e.c. in heading 0301 - Other"
150,01,03,0302,030211,03021100,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9-"
151,01,03,0302,030213,03021300,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9-"
152,01,03,0302,030214,03021400,"Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
153,01,03,0302,030219,03021900,"Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -   Other"
154,01,03,0302,030221,03022100,"Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Halibut (Reinhardtius hippoglossoides, Hi"
155,01,03,0302,030222,03022200,"Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -   Plaice (Pleuronectes platessa)"
156,01,03,0302,030223,03022300,"Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Sole (Solea spp.)"
157,01,03,0302,030224,03022400,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Turbots (Psetta maxima)"
158,01,03,0302,030229,03022900,"Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Other"
159,01,03,0302,030231,03023100,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Albacore or longfinned tunas (Thunnus alalunga)"
160,01,03,0302,030232,03023200,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Yellowfin tunas (Thunnus albacares)"
161,01,03,0302,030233,03023300,"Fish; fresh or chilled, skipjack or stripebellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Skipjack or stripebellied bonito"
162,01,03,0302,030234,03023400,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Bigeye tunas (Thunnus obesus)"
163,01,03,0302,030235,03023500,"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnu"
164,01,03,0302,030236,03023600,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Southern bluefin tunas (Thunnus maccoyii)"
165,01,03,0302,030239,03023900,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Other"
166,01,03,0302,030241,03024100,"Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Herrings (Clupea harengus, Clupea pallasii)"
167,01,03,0302,030242,03024200,"Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Anchovies (Engraulis spp.)"
168,01,03,0302,030243,03024300,"Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Sardines (Sardin"
169,01,03,0302,030244,03024400,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Mackerel (Scomber scombrus, Scomber australasicus, Scomber jap"
170,01,03,0302,030245,03024500,"Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Jack and horse mackerel (Trachurus spp.)"
171,01,03,0302,030246,03024600,"Fish; fresh or chilled, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Cobia (Rachycentron canadum)"
172,01,03,0302,030247,03024700,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Swordfish (Xiphias gladius)"
173,01,03,0302,030249,03024900,"Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Other"
174,01,03,0302,030251,03025100,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
175,01,03,0302,030252,03025200,"Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Haddock (Melanogrammus aeglefinus)"
176,01,03,0302,030253,03025300,"Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Coalfish (Pollachius virens)"
177,01,03,0302,030254,03025400,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Hake (Merluccius spp., Urophycis spp.)"
178,01,03,0302,030255,03025500,"Fish; fresh or chilled, Alaska pollack (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Alaska Pollack (Theragra chalcogramma)"
179,01,03,0302,030256,03025600,"Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Blue whitings (Micromesistius poutassou, Micromesistius australis)"
180,01,03,0302,030259,03025900,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Other"
181,01,03,0302,030271,03027100,"Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Tilapias (Oreochromis spp.)"
182,01,03,0302,030272,03027210,"Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Yellowtail catfish (Pangasius pangasius)"
183,01,03,0302,030272,03027290,"Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Other"
184,01,03,0302,030273,03027300,"Fish; fresh or chilled, Carp (as specified by the WCO.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus sp"
185,01,03,0302,030274,03027400,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Eels (Anguilla spp.)"
186,01,03,0302,030279,03027900,"Fish; fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Other"
187,01,03,0302,030281,03028100,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Dogfish and other sharks"
188,01,03,0302,030282,03028200,"Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Rays and skates (Rajidae)"
189,01,03,0302,030283,03028300,"Fish; fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Toothfish (Dissostichus spp.)"
190,01,03,0302,030284,03028400,"Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Seabass (Dicentrarchus spp.)"
191,01,03,0302,030285,03028500,"Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 - Seabream (Sparidae)"
192,01,03,0302,030289,03028911,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Grouper"
193,01,03,0302,030289,03028912,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Longfin mojarra (Pentaprion longimanus)"
194,01,03,0302,030289,03028913,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99 -  Bluntnose lizardfish (Trachinocephalus myops)"
